biomass,biomass_author,biomass_year,biomass_journal,biomass_doi,biomass_database,biomass_mosaic,biomass_notes,height,height_author,height_year,height_journal,height_doi,height_database,height_mosaic,height_notes,growthdet,growthdet_author,growthdet_year,growthdet_journal,growthdet_doi,growthdet_database,growthdet_mosaic,growthdet_notes,regen,regen_author,regen_year,regen_journal,regen_doi,regen_database,regen_mosaic,regen_notes,dimorph,dimorph_author,dimorph_year,dimorph_journal,dimorph_doi,dimorph_database,dimorph_mosaic,dimorph_notes,matsyst,matsyst_author,matsyst_year,matsyst_journal,matsyst_doi,matsyst_database,matsyst_mosaic,matsyst_notes,hermaph,hermaph_author,hermaph_year,hermaph_journal,hermaph_doi,hermaph_database,hermaph_mosaic,hermaph_notes,seqherm,seqherm_author,seqherm_year,seqherm_journal,seqherm_doi,seqherm_database,seqherm_mosaic,seqherm_notes,dispcap,dispcap_author,dispcap_year,dispcap_journal,dispcap_doi,dispcap_database,dispcap_mosaic,dispcap_notes,disptype,disptype_author,disptype_year,disptype_journal,disptype_doi,disptype_database,disptype_mosaic,disptype_notes,checkModeDisp,modedisp_author,modedisp_year,modedisp_journal,modedispe_doi,modedisp_database,modedisp_mosaic,modedisp_notes,dispclass,dispclass_author,dispclass_year,dispclass_journal,dispclass_doi,dispclass_database,dispclass_mosaic,dispclass_notes,volancy,volancy_author,volancy_year,volancy_journal,volancy_doi,volancy_database,volancy_mosaic,volancy_notes,aquadep,aquadep_author,aquadep_year,aquadep_journal,aquadep_doi,aquadep_database,aquadep_mosaic,aquadep_notes,specieslist
48,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,Monogamous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,Gonochorous,NDY,NDY,NDY,NDY,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Kesler, D. C., Walters, J. R. & Kappes Jr, J. J.",2010,Behavioral Ecology,doi.org/10.1093/beheco/arq158,NDY,NDY,,Active,"Kesler, D. C., Walters, J. R. & Kappes Jr, J. J.",2010,Behavioral Ecology,doi.org/10.1093/beheco/arq158,NDY,NDY,,Motile,"Kesler, D. C., Walters, J. R. & Kappes Jr, J. J.",2010,Behavioral Ecology,doi.org/10.1093/beheco/arq158,NDY,NDY,,Adult and Juvenile,"Kesler, D. C., Walters, J. R. & Kappes Jr, J. J.",2010,Behavioral Ecology,doi.org/10.1093/beheco/arq158,NDY,NDY,,Volant,"Kesler, D. C., Walters, J. R. & Kappes Jr, J. J.",2010,Behavioral Ecology,doi.org/10.1093/beheco/arq158,NDY,NDY,,"Terrestrial, Water Habitat Independent","Walters, J.R. et al.",2002,Journal of Wildlife Management,10.2307/3802938,NDY,NDY,,Picoides borealis
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Regenerative,Hall,1997,J. Exp. Mar. Bio. Ecol.,10.1016/S0022-0981(96)02760-8,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Hermaphroditic,NDY,NDY,NDY,NDY,Coral trait base,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Richmond, R. H.",1987,Marine Biology,doi.org/10.1007/BF00392790,NDY,NDY,,Passive,"Richmond, R. H.",1987,Marine Biology,doi.org/10.1007/BF00392790,NDY,NDY,,Water currents,"Richmond, R. H.",1987,Marine Biology,doi.org/10.1007/BF00392790,NDY,NDY,,Larval,"Richmond, R. H.",1987,Marine Biology,doi.org/10.1007/BF00392790,NDY,NDY,,Non-volant,"Richmond, R. H.",1987,Marine Biology,doi.org/10.1007/BF00392790,NDY,NDY,,Marine,"Benzie, J.A.H.; Haskell, A.; & Lehman, H.",1995,Marine Biology,10.1007/BF00349309,NDY,NDY,,Pocillopora damicornis
9599,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Sánchez-Ospina, A. C., Rodríguez, B., & Ceballos, C. P.",2014,Acta Biol. Colomb.,10.15446/abc.v19n3.42334,NDY,NDY,,Non-monogamous,"Erickson, J. et al",2015,Salamandra,NDY,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Freshwater, Lotic","Restrepo, A. et al.",2008,Chelonian Conservation and Biology,10.2744/CCB-0668.1,NDY,NDY,,Podocnemis lewyana
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Regenerative,Kolluru et al.,2006,J. Fish. Biol.,10.1111/j.0022-1112.2006.00976.x,NDY,NDY,,Dimorphic,"Froese, R. & Pauly, D.",2021,NDY,NDY,rFishbase,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Russell, S. T. et al.",2004,Oikos,doi.org/10.1111/j.0030-1299.2004.12847.x,NDY,NDY,,Active,"Russell, S. T. et al.",2004,Oikos,doi.org/10.1111/j.0030-1299.2004.12847.x,NDY,NDY,,Motile,"Russell, S. T. et al.",2004,Oikos,doi.org/10.1111/j.0030-1299.2004.12847.x,NDY,NDY,,Adult,"Russell, S. T. et al.",2004,Oikos,doi.org/10.1111/j.0030-1299.2004.12847.x,NDY,NDY,,Non-volant,"Russell, S. T. et al.",2004,Oikos,doi.org/10.1111/j.0030-1299.2004.12847.x,NDY,NDY,,"Freshwater, Lotic","Endler, J.A.",1980,Evolution,10.2307/2408316,NDY,NDY,,Poecilia reticulata
53408,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,1999,NDY,NDY,"Nowak, R. M.",NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Morrogh-Bernard, H. C. et al.",2011,International Journal of Primatology,doi.org/10.1007/s10764-010-9474-7,NDY,NDY,,Active,"Morrogh-Bernard, H. C. et al.",2011,International Journal of Primatology,doi.org/10.1007/s10764-010-9474-7,NDY,NDY,,Motile,"Morrogh-Bernard, H. C. et al.",2011,International Journal of Primatology,doi.org/10.1007/s10764-010-9474-7,NDY,NDY,,Adult,"Morrogh-Bernard, H. C. et al.",2011,International Journal of Primatology,doi.org/10.1007/s10764-010-9474-7,NDY,NDY,,Non-volant,"Morrogh-Bernard, H. C. et al.",2011,International Journal of Primatology,doi.org/10.1007/s10764-010-9474-7,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Wich, S.A. et al.",2003,Oryx,10.1017/S0030605303000115,NDY,NDY,,Pongo abelii
3588,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Clutton-Brock, T. H., Harvey, P. H., & Rudder, B.",1977,Nature,10.1038/269797a0,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Richard, A.",1974,Folia Primatol,10.1159/000155624,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Multi-dispersal,"Leimberger, K. G. & Lewis, R. J.",2017,American Journal of Primatology,doi.org/10.1002/ajp.22455,NDY,NDY,,Active,"Leimberger, K. G. & Lewis, R. J.",2017,American Journal of Primatology,doi.org/10.1002/ajp.22455,NDY,NDY,,Motile,"Leimberger, K. G. & Lewis, R. J.",2017,American Journal of Primatology,doi.org/10.1002/ajp.22455,NDY,NDY,,Adult,"Leimberger, K. G. & Lewis, R. J.",2017,American Journal of Primatology,doi.org/10.1002/ajp.22455,NDY,NDY,,Non-volant,"Leimberger, K. G. & Lewis, R. J.",2017,American Journal of Primatology,doi.org/10.1002/ajp.22455,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Norsica, I.; Palagi, E.",2010,Journal of Tropical Ecology,10.1017/S0266467410000519,NDY,NDY,,Propithecus verreauxi
859,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Munks,S.",1995,Wildl. Res.,10.1071/WR9950521,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,1999,NDY,NDY,"Nowak, R. M.",NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Lancaster, M. L. et al.",2011,Molecular Ecology,doi.org/10.1111/j.1365-294X.2011.05072.x,NDY,NDY,,Active,"Lancaster, M. L. et al.",2011,Molecular Ecology,doi.org/10.1111/j.1365-294X.2011.05072.x,NDY,NDY,,Motile,"Lancaster, M. L. et al.",2011,Molecular Ecology,doi.org/10.1111/j.1365-294X.2011.05072.x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Non-volant,"Lancaster, M. L. et al.",2011,Molecular Ecology,doi.org/10.1111/j.1365-294X.2011.05072.x,NDY,NDY,,"Terrestrial, Water Habitat Independent","Thomson, J.A.; & Owen, W.H.",1964,Ecological Monographs,10.2307/1948462,NDY,NDY,,Pseudocheirus peregrinus
48000,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Law, C.J",2019,Sci. Rep.,10.1038/s41598-019-51943-x,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Dalerum, F.",2007,J. Zool,10.1111/j.1469-7998.2007.00303.x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Stoner, D. C. et al.",2013,Wildlife Biology,doi.org/10.2981/12-124,NDY,NDY,,Active,"Stoner, D. C. et al.",2013,Wildlife Biology,doi.org/10.2981/12-124,NDY,NDY,,Motile,"Stoner, D. C. et al.",2013,Wildlife Biology,doi.org/10.2981/12-124,NDY,NDY,,Juvenile,"Sweanor, L. L., Logan, K. A. & Hornocker, M. G.",2000,Conservation Biology,https://www.jstor.org/stable/2641439,NDY,NDY,,Non-volant,"Stoner, D. C. et al.",2013,Wildlife Biology,doi.org/10.2981/12-124,NDY,NDY,,"Terrestrial, Water Habitat Independent","de las Mercedes-Guerisoli, M. et al.",2019,Journal of Mammalogy,10.1093/jmammal/gyz005,NDY,NDY,,Puma concolor
394,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Watsa, M.",2013,Thesis,NDY,NDY,NDY,,Monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Goldizen, A. W. et al.",1996,American Journal of Primatology,doi.org/10.1002/(SICI)1098-2345(1996)38:1<57::AID-AJP6>3.0.CO;2-S,NDY,NDY,,Active,"Goldizen, A. W. et al.",1996,American Journal of Primatology,doi.org/10.1002/(SICI)1098-2345(1996)38:1<57::AID-AJP6>3.0.CO;2-S,NDY,NDY,,Motile,"Goldizen, A. W. et al.",1996,American Journal of Primatology,doi.org/10.1002/(SICI)1098-2345(1996)38:1<57::AID-AJP6>3.0.CO;2-S,NDY,NDY,,Adult,"Goldizen, A. W. et al.",1996,American Journal of Primatology,doi.org/10.1002/(SICI)1098-2345(1996)38:1<57::AID-AJP6>3.0.CO;2-S,NDY,NDY,,Non-volant,"Goldizen, A. W. et al.",1996,American Journal of Primatology,doi.org/10.1002/(SICI)1098-2345(1996)38:1<57::AID-AJP6>3.0.CO;2-S,NDY,NDY,,"Terrestrial, Water Habitat Independent","Crandlemire-Sacco, J.",1988,Primates,10.1007/BF02381134,NDY,NDY,,Saguinus fuscicollis
482,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Watsa, M.",2013,Thesis,NDY,NDY,NDY,,Monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Robakis, E., Watsa, M. & Erkenswick, G.",2019,bioRxiv,doi.org/10.1101/525121,NDY,NDY,,Active,"Robakis, E., Watsa, M. & Erkenswick, G.",2019,bioRxiv,doi.org/10.1101/525121,NDY,NDY,,Motile,"Robakis, E., Watsa, M. & Erkenswick, G.",2019,bioRxiv,doi.org/10.1101/525121,NDY,NDY,,Adult,"Robakis, E., Watsa, M. & Erkenswick, G.",2019,bioRxiv,doi.org/10.1101/525121,NDY,NDY,,Non-volant,"Robakis, E., Watsa, M. & Erkenswick, G.",2019,bioRxiv,doi.org/10.1101/525121,NDY,NDY,,"Terrestrial, Water Habitat Independent","Buchanan-Smith, H.M. et al.",2000,International Journal of Primatology,10.1023/A:1005483601403,NDY,NDY,,Saguinus imperator
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Smith, S. M., & Cognato, A. I.",2014,ZooKeys,10.3897/zookeys.450.7452,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Wright, L. C., Berryman, A. A. & Wickman, B. E.",1984,The Canadian Entomologist,doi.org/10.4039/Ent116293-3,NDY,NDY,,Active,"Wright, L. C., Berryman, A. A. & Wickman, B. E.",1984,The Canadian Entomologist,doi.org/10.4039/Ent116293-3,NDY,NDY,,Motile,"Wright, L. C., Berryman, A. A. & Wickman, B. E.",1984,The Canadian Entomologist,doi.org/10.4039/Ent116293-3,NDY,NDY,,Adult,"Wright, L. C., Berryman, A. A. & Wickman, B. E.",1984,The Canadian Entomologist,doi.org/10.4039/Ent116293-3,NDY,NDY,,Non-volant,"Wright, L. C., Berryman, A. A. & Wickman, B. E.",1984,The Canadian Entomologist,doi.org/10.4039/Ent116293-3,NDY,NDY,,"Terrestrial, Water Habitat Independent","Macías-Sámano, J.E.; & Borden, J.H.",2000,Environmental Entomology,10.1603/0046-225X-29.1.28,NDY,NDY,,Scolytus ventralis
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Regenerative,John F Storr,1964,NDY,9.78E+12,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Smith, F. W.",1954,Fish. Bull.,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Marine,"Cropper, W.P. et al.",2001,"Estuarine, Coastal, and Shelf Science",10.1006/ecss.2001.0787,NDY,NDY,,Spongia graminea
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Bass, A.J.",1986,NDY,NDY,rFishbase,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Froese, R., & Pauly, D.",2010,NDY,NDY,Fishbase,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Marine,"Eero, M",2012,ICES Journal of Marine Science,10.1093/icesjms/fss051,NDY,NDY,,Sprattus sprattus balticus
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Foster, S. J., & Vincent, A. C. J.",2012,Aquat. Conserv.: Mar. Freshw. Ecosyst,10.1002/aqc.2243,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Marine,"Foster, S.J.; & Vincent, A.C.J.",2010,Journal of Fish Biology,10.1111/j.1095-8649.2010.02631.x,NDY,NDY,,Stellifer illecebrosus
138,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Berry, J. F., & Shine, R",1980,Oecologia,10.1007/BF00572678,NDY,NDY,,Non-monogamous,Ernst C.H.,1986,J. Herpetol,10.2307/1564501,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Ernst, C. H.",1986,Journal of Herpetology,doi.org/10.2307/1564501,NDY,NDY,,Active,"Ernst, C. H.",1986,Journal of Herpetology,doi.org/10.2307/1564501,NDY,NDY,,Motile,"Ernst, C. H.",1986,Journal of Herpetology,doi.org/10.2307/1564501,NDY,NDY,,Adult,"Ernst, C. H.",1986,Journal of Herpetology,doi.org/10.2307/1564501,NDY,NDY,,Non-volant,"Ernst, C. H.",1986,Journal of Herpetology,doi.org/10.2307/1564501,NDY,NDY,,"Terrestrial, Obligative Freshwater Dependent","Rowe, J.W. et al.",2009,The American Midland Naturalist,https://www.jstor.org/stable/25602318,NDY,NDY,,Sternotherus odoratus
135000,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Pérez‐Barbería, F. J., Gordon, I. J., & Pagel, M.",2002,Evolution,10.1111/j.0014-3820.2002.tb01438.x,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,The Tree of Sex Consortium,2014,Sci. Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Truvé, J. & Lemel, J.",2003,Wildlife Biology,doi.org/10.2981/wlb.2003.056,NDY,NDY,,Active,"Truvé, J. & Lemel, J.",2003,Wildlife Biology,doi.org/10.2981/wlb.2003.056,NDY,NDY,,Motile,"Truvé, J. & Lemel, J.",2003,Wildlife Biology,doi.org/10.2981/wlb.2003.056,NDY,NDY,,Adult,"Truvé, J. & Lemel, J.",2003,Wildlife Biology,doi.org/10.2981/wlb.2003.056,NDY,NDY,,Non-volant,"Truvé, J. & Lemel, J.",2003,Wildlife Biology,doi.org/10.2981/wlb.2003.056,NDY,NDY,,"Terrestrial, Facultative Freshwater Dependent","Thurfjell, H. et al.",2009,European Journal of Wildlife Research,10.1007/s10344-009-0268-1,NDY,NDY,,Sus scrofa
93,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Levenson, H.",1990,J. Mammal.,10.2307/1382163,NDY,NDY,,Non-monogamous,"Lukas, D., & Clutton-Brock, T. H.",2013,Science,10.1126/science.1238677,NDY,NDY,,Gonochorous,"Waser, P.M. & Jones, W.T.",1983,Quart. Rev. Biol.,doi.org/10.1086/413385,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Loew, S. S.",1999,Evolutionary Ecology,doi.org/10.1023/A:1006701909737,NDY,NDY,,Active,"Loew, S. S.",1999,Evolutionary Ecology,doi.org/10.1023/A:1006701909737,NDY,NDY,,Motile,"Loew, S. S.",1999,Evolutionary Ecology,doi.org/10.1023/A:1006701909737,NDY,NDY,,Juvenile,"Loew, S. S.",1999,Evolutionary Ecology,doi.org/10.1023/A:1006701909737,NDY,NDY,,Non-volant,"Loew, S. S.",1999,Evolutionary Ecology,doi.org/10.1023/A:1006701909737,NDY,NDY,,"Terrestrial, Water Habitat Independent","Bowers, M.A.",1995,Journal of Mammalogy,https://www.jstor.org/stable/1382310,NDY,NDY,,Tamias striatus
3440,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Obligative Marine Water Dependent","Huin, N.",2002,Aquatic Conservation,10.1002/aqc.479,NDY,NDY,,Thalassarche melanophris
886,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniote,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dimorphic,"Myhrvold, N.P. et al.",2015,Ecology,10.1890/15-0846R.1,Amniota,NDY,,Non-monogamous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,Gonochorous,Sibly et al.,2012,PNAS,10.1073/pnas.1206512109,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Bowman, T. J. & Robel, R. J.",1977,The Journal of Wildlife Management,doi.org/10.2307/3800087,NDY,NDY,,Active,"Bowman, T. J. & Robel, R. J.",1977,The Journal of Wildlife Management,doi.org/10.2307/3800087,NDY,NDY,,Motile,"Bowman, T. J. & Robel, R. J.",1977,The Journal of Wildlife Management,doi.org/10.2307/3800087,NDY,NDY,,Juvenile,"Bowman, T. J. & Robel, R. J.",1977,The Journal of Wildlife Management,doi.org/10.2307/3800087,NDY,NDY,,Volant,"Bowman, T. J. & Robel, R. J.",1977,The Journal of Wildlife Management,doi.org/10.2307/3800087,NDY,NDY,,"Terrestrial, Water Habitat Independent","Robel, R.J. et al.",1970,Journal of Wildlife Management,10.2307/3799013,NDY,NDY,,Tympanuchus cupido
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Monomorphic,"Matějů, J., & Kratochvíl, L.",2013,Front. Zool.,10.1186/1742-9994-10-27,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Gonochorous,"Parr, C. S. et al.",2014,Biodivers. Data J..,10.3897/BDJ.2.e1079,EOL,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Natal Dispersal,"Rieger, J. F.",1996,Oecologia,https://www.jstor.org/stable/4221359,NDY,NDY,,Active,"Rieger, J. F.",1996,Oecologia,https://www.jstor.org/stable/4221359,NDY,NDY,,Motile,"Rieger, J. F.",1996,Oecologia,https://www.jstor.org/stable/4221359,NDY,NDY,,Juvenile,"Rieger, J. F.",1996,Oecologia,https://www.jstor.org/stable/4221359,NDY,NDY,,Non-volant,"Rieger, J. F.",1996,Oecologia,https://www.jstor.org/stable/4221359,NDY,NDY,,"Terrestrial, Water Habitat Independent","Hannon, M.J. et al.",2006,Journal of Mammalogy,10.1644/05-MAMM-A-081R2.1,NDY,NDY,,Urocitellus armatus
